0.000000000,0.000000000,1.998352138
0.000000000,0.000950570,0.998352138
0.000000000,0.043726236,0.992520909
0.001126126,0.043726236,0.992513338
0.001126126,0.050380228,0.992117665
0.002252252,0.050380228,0.992061270
0.002252252,0.103612167,0.988787997
0.003378378,0.103612167,0.988641911
0.003378378,0.107414449,0.988234849
0.004504505,0.107414449,0.988024986
0.004504505,0.162547529,0.983657366
0.005630631,0.162547529,0.983496523
0.005630631,0.169201521,0.982709727
0.006756757,0.169201521,0.982691018
0.006756757,0.178707224,0.982061289
0.007882883,0.178707224,0.981961177
0.007882883,0.181558935,0.981810265
0.009009009,0.181558935,0.981795378
0.009009009,0.191064639,0.980872466
0.010135135,0.191064639,0.980627712
0.010135135,0.201520913,0.979578783
0.011261261,0.201520913,0.979566493
0.011261261,0.207224335,0.978912147
0.012387387,0.207224335,0.978844876
0.012387387,0.256653992,0.973060560
0.013513514,0.256653992,0.972874940
0.013513514,0.269961977,0.971146535
0.014639640,0.269961977,0.971000766
0.014639640,0.282319392,0.968962350
0.015765766,0.282319392,0.968837791
0.015765766,0.292775665,0.967301116
0.016891892,0.292775665,0.967266349
0.016891892,0.346958175,0.959287218
0.019144144,0.346958175,0.959257466
0.019144144,0.363117871,0.956777057
0.020270270,0.363117871,0.956671000
0.020270270,0.370722433,0.955774350
0.022522523,0.370722433,0.955358904
0.022522523,0.379277567,0.953882789
0.023648649,0.379277567,0.953688390
0.023648649,0.398288973,0.950061637
0.024774775,0.398288973,0.949904170
0.024774775,0.401140684,0.949123460
0.025900901,0.401140684,0.949082459
0.025900901,0.441064639,0.943507348
0.027027027,0.441064639,0.943481317
0.027027027,0.450570342,0.942238550
0.028153153,0.450570342,0.941818310
0.028153153,0.451520913,0.941713784
0.029279279,0.451520913,0.941588656
0.029279279,0.465779468,0.939197033
0.030405405,0.465779468,0.939158068
0.030405405,0.475285171,0.937460429
0.031531532,0.475285171,0.937439262
0.031531532,0.478136882,0.936830260
0.032657658,0.478136882,0.936748207
0.032657658,0.480038023,0.936656039
0.033783784,0.480038023,0.936351196
0.033783784,0.482889734,0.936050666
0.034909910,0.482889734,0.935902352
0.034909910,0.484790875,0.935667060
0.036036036,0.484790875,0.935652305
0.036036036,0.493346008,0.934784254
0.038288288,0.493346008,0.934181340
