FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
0.345522052,0.802244544,0.763351738,0.837589383
0.346309631,0.802633286,0.763956904,0.837589383
0.347097210,0.802973926,0.763956904,0.837589383
0.347884788,0.802973926,0.763956904,0.837589383
0.348672367,0.803325176,0.763956904,0.837864101
0.349459946,0.803643167,0.764306486,0.838086486
0.350247525,0.803978324,0.764418364,0.838249266
0.351035104,0.803978324,0.764418364,0.838249266
0.351822682,0.804278016,0.764418364,0.838249266
0.352610261,0.804610252,0.764418364,0.838610828
0.353397840,0.804610252,0.764418364,0.838610828
0.354185419,0.804915905,0.764418364,0.839632273
0.354972997,0.805175900,0.765342951,0.839632273
0.355760576,0.805175900,0.765342951,0.839632273
0.356548155,0.805479586,0.765919268,0.839632273
0.357335734,0.805843651,0.766924560,0.839632273
0.358123312,0.806172252,0.766990304,0.840328455
0.358910891,0.806172252,0.766990304,0.840328455
0.359698470,0.806444526,0.767381966,0.840740740
0.360486049,0.806737661,0.767612100,0.840800762
0.361273627,0.806737661,0.767612100,0.840800762
0.362061206,0.807029784,0.767676771,0.841574192
0.362848785,0.807337999,0.767676771,0.841747582
0.363636364,0.807337999,0.767676771,0.841747582
0.364423942,0.807630837,0.767676771,0.841747582
0.365211521,0.807968259,0.768617034,0.841747582
0.365999100,0.808277965,0.769098699,0.841832340
0.366786679,0.808277965,0.769098699,0.841832340
0.367574257,0.808563113,0.770390093,0.842213094
0.368361836,0.808847964,0.770970762,0.842350721
0.369149415,0.808847964,0.770970762,0.842350721
0.369936994,0.809076309,0.771769047,0.842350721
0.370724572,0.809331059,0.771792352,0.842391312
0.371512151,0.809331059,0.771792352,0.842391312
0.372299730,0.809603512,0.772115409,0.843065679
0.373087309,0.809899271,0.772286832,0.843237698
0.373874887,0.810137212,0.772286832,0.843237698
0.374662466,0.810137212,0.772286832,0.843237698
0.375450045,0.810392201,0.772810221,0.843237698
0.376237624,0.810700357,0.773486435,0.843237698
0.377025203,0.810700357,0.773486435,0.843237698
0.377812781,0.810926080,0.773751199,0.843297124
0.378600360,0.811173975,0.774016440,0.843518496
0.379387939,0.811173975,0.774016440,0.843518496
0.380175518,0.811447382,0.774104655,0.843518496
0.380963096,0.811714113,0.774530292,0.843560934
0.381750675,0.811714113,0.774530292,0.843560934
0.382538254,0.811965048,0.774822712,0.843689322
0.383325833,0.812223613,0.774822712,0.843689322
0.384113411,0.812437475,0.774822712,0.844726562
0.384900990,0.812437475,0.774822712,0.844726562
0.385688569,0.812689900,0.775362313,0.844843924
0.386476148,0.812927783,0.775471687,0.845370352
0.387263726,0.812927783,0.775471687,0.845370352
0.388051305,0.813134134,0.775471687,0.846014500
0.388838884,0.813365400,0.776148558,0.846014500
0.389626463,0.813365400,0.776148558,0.846014500
0.390414041,0.813602269,0.776243091,0.846299827
0.391201620,0.813849866,0.776617944,0.846585572
0.391989199,0.814142704,0.778079689,0.846728981
0.392776778,0.814142704,0.778079689,0.846728981
0.393564356,0.814367533,0.778079689,0.847018123
0.394351935,0.814595342,0.778591037,0.847018123
0.395139514,0.814595342,0.778591037,0.847018123
0.395927093,0.814843953,0.778591037,0.847018123
0.396714671,0.815132439,0.779749453,0.847648263
0.397502250,0.815132439,0.779749453,0.847648263
0.398289829,0.815357864,0.780038774,0.847969770
0.399077408,0.815561414,0.780038774,0.847969770
0.399864986,0.815843701,0.780141830,0.847969770
0.400652565,0.815843701,0.780141830,0.847969770
0.401440144,0.816058457,0.780141830,0.848637760
0.402227723,0.816279531,0.780141830,0.849353075
0.403015302,0.816279531,0.780141830,0.849353075
0.403802880,0.816507757,0.780582547,0.849514544
0.404590459,0.816737056,0.781059086,0.849514544
0.405378038,0.816737056,0.781059086,0.849514544
0.406165617,0.816961050,0.781818211,0.850371718
0.406953195,0.817141354,0.782063663,0.851167321
0.407740774,0.817373037,0.782063663,0.851167321
0.408528353,0.817373037,0.782063663,0.851167321
0.409315932,0.817592561,0.782568812,0.851277351
0.410103510,0.817858517,0.782768130,0.851301134
0.410891089,0.817858517,0.782768130,0.851301134
0.411678668,0.818077564,0.782945752,0.851301134
0.412466247,0.818333745,0.782945752,0.851562500
0.413253825,0.818333745,0.782945752,0.851562500
0.414041404,0.818545818,0.782945752,0.851889670
0.414828983,0.818762720,0.783088207,0.852490425
0.415616562,0.818966508,0.783914745,0.852490425
0.416404140,0.818966508,0.783914745,0.852490425
0.417191719,0.819197774,0.783914745,0.852490425
0.417979298,0.819420516,0.783914745,0.852772474
0.418766877,0.819420516,0.783914745,0.852772474
0.419554455,0.819684625,0.784023643,0.852941155
0.420342034,0.819938719,0.784080505,0.852941155
0.421129613,0.819938719,0.784080505,0.852941155
0.421917192,0.820210338,0.784935594,0.853260875
0.422704770,0.820417166,0.784995437,0.853515625
0.423492349,0.820675313,0.784995437,0.854316533
0.424279928,0.820675313,0.784995437,0.854316533
0.425067507,0.820957005,0.785436869,0.854473948
0.425855086,0.821238756,0.785436869,0.854629636
0.426642664,0.821238756,0.785436869,0.854629636
0.427430243,0.821453154,0.785992205,0.854629636
0.428217822,0.821695209,0.786266923,0.854853928
0.429005401,0.821695209,0.786266923,0.854853928
0.429792979,0.821942031,0.786266923,0.855263174
0.430580558,0.822202027,0.786764681,0.855263174
0.431368137,0.822437346,0.787137687,0.855410457
0.432155716,0.822437346,0.787137687,0.855410457
0.432943294,0.822702706,0.787234068,0.855978251
0.433730873,0.822931528,0.787234068,0.855978251
0.434518452,0.822931528,0.787234068,0.855978251
0.435306031,0.823140025,0.787569582,0.856115103
0.436093609,0.823354483,0.787790716,0.856310666
0.436881188,0.823354483,0.787790716,0.856310666
0.437668767,0.823670030,0.787790716,0.856343269
0.438456346,0.823955715,0.787790716,0.857142866
0.439243924,0.824232876,0.787790716,0.857279718
0.440031503,0.824232876,0.787790716,0.857279718
0.440819082,0.824509263,0.787790716,0.857670963
0.441606661,0.824806511,0.788910508,0.857677877
0.442394239,0.824806511,0.788910508,0.857677877
0.443181818,0.825047493,0.788910508,0.857677877
0.443969397,0.825282574,0.788910508,0.858695626
0.444756976,0.825282574,0.788910508,0.858695626
0.445544554,0.825564563,0.788910508,0.858695626
0.446332133,0.825810790,0.788910508,0.858695626
0.447119712,0.826081991,0.788910508,0.858695626
0.447907291,0.826081991,0.788910508,0.858695626
0.448694869,0.826345801,0.789320409,0.858695626
0.449482448,0.826609731,0.789424837,0.858695626
0.450270027,0.826609731,0.789424837,0.858695626
0.451057606,0.826875687,0.790135384,0.860185206
0.451845185,0.827136457,0.790291250,0.860443652
0.452632763,0.827136457,0.790291250,0.860443652
0.453420342,0.827410281,0.790291250,0.860443652
0.454207921,0.827666044,0.790856004,0.860594809
0.454995500,0.827952147,0.791262150,0.860894918
0.455783078,0.827952147,0.791262150,0.860894918
0.456570657,0.828217268,0.791262150,0.861111104
0.457358236,0.828468204,0.791449428,0.861111104
0.458145815,0.828468204,0.791449428,0.861111104
0.458933393,0.828732193,0.791449428,0.861313879
0.459720972,0.828945816,0.791783392,0.861376703
0.460508551,0.828945816,0.791783392,0.861376703
0.461296130,0.829226673,0.791859388,0.861680329
0.462083708,0.829441428,0.792418778,0.862101316
0.462871287,0.829680502,0.793279052,0.862103164
0.463658866,0.829680502,0.793279052,0.862103164
0.464446445,0.829925656,0.793279052,0.862704933
0.465234023,0.830199540,0.793478251,0.862704933
0.466021602,0.830199540,0.793478251,0.862704933
0.466809181,0.830476463,0.793478251,0.862796843
0.467596760,0.830757678,0.793795645,0.863095224
0.468384338,0.830757678,0.793795645,0.863095224
0.469171917,0.830976725,0.794117630,0.863592684
0.469959496,0.831224740,0.794970989,0.863817096
0.470747075,0.831487060,0.794970989,0.863921225
0.471534653,0.831487060,0.794970989,0.863921225
0.472322232,0.831723630,0.795620441,0.863921225
0.473109811,0.831932604,0.795620441,0.863921225
0.473897390,0.831932604,0.795620441,0.863921225
0.474684968,0.832164824,0.795708179,0.864077687
0.475472547,0.832362533,0.796135247,0.864077687
0.476260126,0.832362533,0.796135247,0.864077687
0.477047705,0.832585216,0.796566546,0.864077687
0.477835284,0.832819700,0.796566546,0.864553332
0.478622862,0.833054483,0.796566546,0.864553332
0.479410441,0.833054483,0.796566546,0.864553332
0.480198020,0.833293974,0.796663165,0.864553332
0.480985599,0.833502173,0.797101438,0.864785969
0.481773177,0.833502173,0.797101438,0.864785969
0.482560756,0.833695471,0.797101438,0.864785969
0.483348335,0.833884299,0.797115386,0.864785969
0.484135914,0.833884299,0.797115386,0.864785969
0.484923492,0.834114671,0.798076928,0.864785969
0.485711071,0.834301412,0.798076928,0.865200758
0.486498650,0.834498465,0.798548102,0.865200758
0.487286229,0.834498465,0.798548102,0.865200758
0.488073807,0.834716141,0.798548102,0.866007209
0.488861386,0.834897280,0.798913062,0.866007209
0.489648965,0.834897280,0.798913062,0.866007209
0.490436544,0.835105002,0.798913062,0.866171002
0.491224122,0.835281372,0.798917949,0.866171002
0.492011701,0.835281372,0.798917949,0.866171002
0.492799280,0.835479498,0.799082577,0.866190016
0.493586859,0.835678518,0.799216449,0.866267443
0.494374437,0.835892916,0.800000012,0.866847813
0.495162016,0.835892916,0.800000012,0.866847813
0.495949595,0.836089373,0.800000012,0.866847813
0.496737174,0.836283147,0.800195873,0.866847813
0.497524752,0.836283147,0.800195873,0.866847813
0.498312331,0.836481690,0.800724626,0.867100358
0.499099910,0.836719215,0.801670134,0.867448151
0.499887489,0.836719215,0.801670134,0.867448151
0.500675068,0.836944222,0.801670134,0.868068814
0.501462646,0.837114394,0.801740825,0.868068814
0.502250225,0.837114394,0.801740825,0.868068814
0.503037804,0.837304831,0.802133858,0.868239939
0.503825383,0.837536514,0.802445889,0.868705034
0.504612961,0.837739527,0.802884638,0.868725896
0.505400540,0.837739527,0.802884638,0.868725896
0.506188119,0.837934136,0.803473473,0.868725896
0.506975698,0.838104486,0.803473473,0.868725896
0.507763276,0.838104486,0.803473473,0.868725896
0.508550855,0.838283300,0.803773582,0.868959129
0.509338434,0.838455796,0.803773582,0.869024873
0.510126013,0.838455796,0.803773582,0.869024873
0.510913591,0.838618577,0.803846180,0.869024873
0.511701170,0.838800967,0.805232584,0.869024873
0.512488749,0.839003801,0.805609286,0.869024873
0.513276328,0.839003801,0.805609286,0.869024873
0.514063906,0.839230001,0.806066155,0.869140625
0.514851485,0.839382052,0.806066155,0.869223177
0.515639064,0.839382052,0.806066155,0.869223177
0.516426643,0.839562178,0.806066155,0.869356394
0.517214221,0.839739859,0.806066155,0.869356394
0.518001800,0.839739859,0.806066155,0.869356394
0.518789379,0.839907885,0.806066155,0.869565189
0.519576958,0.840088189,0.806066155,0.869606018
0.520364536,0.840276122,0.806066155,0.870153308
0.521152115,0.840276122,0.806066155,0.870153308
0.521939694,0.840453982,0.806066155,0.870259464
0.522727273,0.840664625,0.806066155,0.870428443
0.523514851,0.840664625,0.806066155,0.870428443
0.524302430,0.840810776,0.806066155,0.871189773
0.525090009,0.840991855,0.806660473,0.871257484
0.525877588,0.840991855,0.806660473,0.871257484
0.526665167,0.841152906,0.807692289,0.871257484
0.527452745,0.841370702,0.808471441,0.871277630
0.528240324,0.841513455,0.808737874,0.872222245
0.529027903,0.841513455,0.808737874,0.872222245
0.529815482,0.841703415,0.808737874,0.872238219
0.530603060,0.841913879,0.808783174,0.872420251
0.531390639,0.841913879,0.808783174,0.872420251
0.532178218,0.842143238,0.808783174,0.872458398
0.532965797,0.842316687,0.808783174,0.872458398
0.533753375,0.842316687,0.808783174,0.872458398
0.534540954,0.842505515,0.808783174,0.872865260
0.535328533,0.842695773,0.808783174,0.872865260
0.536116112,0.842852235,0.808823526,0.872865260
0.536903690,0.842852235,0.808823526,0.872865260
0.537691269,0.842995226,0.809708714,0.872865260
0.538478848,0.843171299,0.809708714,0.872865260
0.539266427,0.843171299,0.809708714,0.872865260
0.540054005,0.843336344,0.809708714,0.873015881
0.540841584,0.843463123,0.809990227,0.873015881
0.541629163,0.843463123,0.809990227,0.873015881
0.542416742,0.843624055,0.809990227,0.873188376
0.543204320,0.843792617,0.809990227,0.873382628
0.543991899,0.843938887,0.809990227,0.874074101
0.544779478,0.843938887,0.809990227,0.874074101
0.545567057,0.844092786,0.810612977,0.874074101
0.546354635,0.844247460,0.810640216,0.874074101
0.547142214,0.844247460,0.810640216,0.874074101
0.547929793,0.844411612,0.810640216,0.874139607
0.548717372,0.844584107,0.810969651,0.874139607
0.549504950,0.844584107,0.810969651,0.874139607
0.550292529,0.844753921,0.811833143,0.874139607
0.551080108,0.844911635,0.811833143,0.874251485
0.551867687,0.845046997,0.811833143,0.874251485
0.552655266,0.845046997,0.811833143,0.874251485
0.553442844,0.845217645,0.811833143,0.874649227
0.554230423,0.845365942,0.811833143,0.875000000
0.555018002,0.845365942,0.811833143,0.875000000
0.555805581,0.845507920,0.811833143,0.875000000
0.556593159,0.845643818,0.811833143,0.875000000
0.557380738,0.845643818,0.811833143,0.875000000
0.558168317,0.845814466,0.811833143,0.875122905
0.558955896,0.845954478,0.811833143,0.875249505
0.559743474,0.846088231,0.813067138,0.875249505
0.560531053,0.846088231,0.813067138,0.875249505
0.561318632,0.846225679,0.813405812,0.875351429
0.562106211,0.846352637,0.813528359,0.875351429
0.562893789,0.846352637,0.813528359,0.875351429
0.563681368,0.846476316,0.813773036,0.875711560
0.564468947,0.846628666,0.813974619,0.875992060
0.565256526,0.846628666,0.813974619,0.875992060
0.566044104,0.846781254,0.814196229,0.875992060
0.566831683,0.846924543,0.814423084,0.876288652
0.567619262,0.847071767,0.814423084,0.876288652
0.568406841,0.847071767,0.814423084,0.876288652
0.569194419,0.847248256,0.815240085,0.876404524
0.569981998,0.847404420,0.815356493,0.876404524
0.570769577,0.847404420,0.815356493,0.876404524
0.571557156,0.847526908,0.815356493,0.876404524
0.572344734,0.847664952,0.815789461,0.876851857
0.573132313,0.847664952,0.815789461,0.876851857
0.573919892,0.847787857,0.815789461,0.876851857
0.574707471,0.847931147,0.815911174,0.876851857
0.575495050,0.848085880,0.816270590,0.876851857
0.576282628,0.848085880,0.816270590,0.876851857
0.577070207,0.848211348,0.816270590,0.876851857
0.577857786,0.848370254,0.816270590,0.876851857
0.578645365,0.848370254,0.816270590,0.876851857
0.579432943,0.848490715,0.816346169,0.876851857
