FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
1.904140414,0.914804757,0.891025662,0.937439859
1.904927993,0.914837539,0.891025662,0.937500000
1.905715572,0.914882421,0.891344368,0.937500000
1.906503150,0.914882839,0.891344368,0.937500000
1.907290729,0.914907217,0.891344368,0.937554955
1.908078308,0.914946616,0.891344368,0.937674403
1.908865887,0.914986074,0.891465664,0.937674403
1.909653465,0.914986074,0.891465664,0.937674403
1.910441044,0.915011227,0.891465664,0.937674403
1.911228623,0.915040374,0.891465664,0.937674403
1.912016202,0.915042281,0.891465664,0.937674403
1.912803780,0.915077329,0.891465664,0.937674403
1.913591359,0.915100455,0.891465664,0.937674403
1.914378938,0.915100455,0.891465664,0.937674403
1.915166517,0.915140510,0.891682804,0.937674403
1.915954095,0.915170074,0.891766906,0.937674403
1.916741674,0.915222883,0.891766906,0.938369811
1.917529253,0.915222883,0.891766906,0.938369811
1.918316832,0.915252388,0.891766906,0.938604653
1.919104410,0.915295124,0.891766906,0.938775539
1.919891989,0.915295124,0.891766906,0.938775539
1.920679568,0.915336907,0.891766906,0.938775539
1.921467147,0.915370703,0.891766906,0.938775539
1.922254725,0.915372014,0.891766906,0.938775539
1.923042304,0.915413320,0.891766906,0.938775539
1.923829883,0.915466905,0.891766906,0.938775539
1.924617462,0.915497839,0.891766906,0.938775539
1.925405041,0.915498555,0.891766906,0.938775539
1.926192619,0.915534317,0.891766906,0.938775539
1.926980198,0.915570915,0.891766906,0.938775539
1.927767777,0.915573001,0.891766906,0.938775539
1.928555356,0.915613413,0.891766906,0.938775539
1.929342934,0.915652692,0.891766906,0.938775539
1.930130513,0.915653646,0.891766906,0.938775539
1.930918092,0.915687621,0.891766906,0.938775539
1.931705671,0.915720046,0.891766906,0.938775539
1.932493249,0.915753841,0.891766906,0.938775539
1.933280828,0.915754676,0.891766906,0.938775539
1.934068407,0.915786862,0.891766906,0.939121783
1.934855986,0.915820658,0.891766906,0.939121783
1.935643564,0.915821195,0.891766906,0.939121783
1.936431143,0.915865421,0.891815603,0.939121783
1.937218722,0.915902197,0.891815603,0.939189196
1.938006301,0.915903330,0.891815603,0.939189196
1.938793879,0.915930927,0.891815603,0.939189196
1.939581458,0.915974379,0.891815603,0.939189196
1.940369037,0.916018188,0.891815603,0.939189196
1.941156616,0.916018188,0.891815603,0.939189196
1.941944194,0.916054070,0.891815603,0.939189196
1.942731773,0.916095674,0.891815603,0.939189196
1.943519352,0.916096330,0.891815603,0.939189196
1.944306931,0.916146874,0.891815603,0.939189196
1.945094509,0.916185796,0.891815603,0.939189196
1.945882088,0.916185796,0.891815603,0.939189196
1.946669667,0.916233361,0.891969383,0.939314008
1.947457246,0.916264534,0.891969383,0.939393938
1.948244824,0.916293561,0.891969383,0.939393938
1.949032403,0.916293561,0.891969383,0.939393938
1.949819982,0.916329801,0.891969383,0.939747334
1.950607561,0.916369796,0.891969383,0.939747334
1.951395140,0.916370332,0.891969383,0.939747334
1.952182718,0.916411817,0.891969383,0.939747334
1.952970297,0.916450441,0.891969383,0.939747334
1.953757876,0.916451335,0.891969383,0.939747334
1.954545455,0.916480541,0.891969383,0.940119743
1.955333033,0.916512132,0.892023325,0.940119743
1.956120612,0.916556180,0.892183304,0.940154433
1.956908191,0.916557491,0.892183304,0.940154433
1.957695770,0.916603386,0.892183304,0.940154433
1.958483348,0.916640997,0.892265201,0.940154433
1.959270927,0.916641653,0.892265201,0.940154433
1.960058506,0.916685879,0.892265201,0.940154433
1.960846085,0.916724980,0.892265201,0.940154433
1.961633663,0.916726708,0.892265201,0.940154433
1.962421242,0.916765988,0.892265201,0.940154433
1.963208821,0.916799068,0.892265201,0.940154433
1.963996400,0.916832328,0.892265201,0.940154433
1.964783978,0.916835189,0.892265201,0.940154433
1.965571557,0.916869640,0.892265201,0.940154433
1.966359136,0.916897178,0.892265201,0.940154433
1.967146715,0.916897833,0.892265201,0.940154433
1.967934293,0.916943014,0.892293394,0.940154433
1.968721872,0.916984737,0.892293394,0.940154433
1.969509451,0.916985273,0.892293394,0.940154433
1.970297030,0.917037964,0.892293394,0.940154433
1.971084608,0.917077005,0.892293394,0.940154433
1.971872187,0.917117417,0.892649889,0.940154433
1.972659766,0.917119682,0.892649889,0.940154433
1.973447345,0.917165816,0.892649889,0.940154433
1.974234923,0.917212784,0.892691970,0.940464199
1.975022502,0.917212784,0.892691970,0.940464199
1.975810081,0.917244136,0.892720282,0.940464199
1.976597660,0.917311847,0.892720282,0.940464199
1.977385239,0.917312026,0.892720282,0.940464199
1.978172817,0.917343199,0.892720282,0.940464199
1.978960396,0.917383313,0.892720282,0.940464199
1.979747975,0.917417467,0.892720282,0.940464199
1.980535554,0.917418122,0.892720282,0.940464199
1.981323132,0.917470396,0.892720282,0.940613031
1.982110711,0.917516351,0.892720282,0.941002965
1.982898290,0.917520165,0.892720282,0.941002965
1.983685869,0.917561293,0.892730474,0.941002965
1.984473447,0.917615056,0.893307447,0.941002965
1.985261026,0.917618394,0.893307447,0.941002965
1.986048605,0.917677999,0.893307447,0.941002965
1.986836184,0.917717874,0.893307447,0.941002965
1.987623762,0.917761862,0.893307447,0.941002965
1.988411341,0.917762697,0.893307447,0.941002965
1.989198920,0.917788327,0.893307447,0.941002965
1.989986499,0.917829990,0.893307447,0.941002965
1.990774077,0.917830348,0.893307447,0.941002965
1.991561656,0.917869508,0.893307447,0.941002965
1.992349235,0.917901993,0.893307447,0.941952527
1.993136814,0.917905986,0.893307447,0.941952527
1.993924392,0.917950451,0.893307447,0.942043245
1.994711971,0.917989850,0.893307447,0.942043245
1.995499550,0.918040156,0.893307447,0.942043245
1.996287129,0.918040752,0.893307447,0.942043245
1.997074707,0.918072999,0.893562257,0.942043245
1.997862286,0.918115139,0.893562257,0.942043245
1.998649865,0.918115735,0.893562257,0.942043245
1.999437444,0.918156028,0.893562257,0.942115784
2.000225023,0.918196559,0.893562257,0.942115784
2.001012601,0.918197513,0.893562257,0.942115784
2.001800180,0.918252528,0.894106805,0.942115784
2.002587759,0.918284178,0.894106805,0.942115784
2.003375338,0.918289065,0.894106805,0.942115784
2.004162916,0.918336451,0.894106805,0.942115784
2.004950495,0.918376684,0.894106805,0.942115784
2.005738074,0.918418825,0.894106805,0.942115784
2.006525653,0.918419838,0.894106805,0.942115784
2.007313231,0.918471813,0.894106805,0.942115784
2.008100810,0.918520272,0.894248605,0.942115784
2.008888389,0.918521345,0.894248605,0.942115784
2.009675968,0.918568611,0.894277394,0.942115784
2.010463546,0.918610811,0.894277394,0.942115784
2.011251125,0.918614149,0.894277394,0.942115784
2.012038704,0.918646157,0.894277394,0.942115784
2.012826283,0.918686211,0.894277394,0.942115784
2.013613861,0.918721855,0.894277394,0.942156851
2.014401440,0.918723762,0.894277394,0.942156851
2.015189019,0.918764293,0.894277394,0.942156851
2.015976598,0.918809533,0.894277394,0.942156851
2.016764176,0.918810189,0.894277394,0.942156851
2.017551755,0.918850183,0.894277394,0.942156851
2.018339334,0.918873787,0.894535005,0.942156851
2.019126913,0.918874383,0.894535005,0.942156851
2.019914491,0.918916166,0.894535005,0.942156851
2.020702070,0.918953478,0.894542098,0.942662776
2.021489649,0.919014513,0.894542098,0.942828476
2.022277228,0.919017673,0.894542098,0.942828476
2.023064806,0.919042528,0.894542098,0.942831993
2.023852385,0.919089735,0.894542098,0.942831993
2.024639964,0.919090450,0.894542098,0.942831993
2.025427543,0.919135392,0.894542098,0.942831993
2.026215122,0.919172525,0.894542098,0.942831993
2.027002700,0.919173360,0.894542098,0.942831993
2.027790279,0.919191837,0.894542098,0.942831993
2.028577858,0.919220507,0.894784987,0.942831993
2.029365437,0.919256747,0.894784987,0.942831993
2.030153015,0.919257939,0.894784987,0.942831993
2.030940594,0.919301391,0.894784987,0.942831993
2.031728173,0.919352174,0.894784987,0.942969501
2.032515752,0.919352889,0.894784987,0.942969501
2.033303330,0.919381738,0.894784987,0.942969501
2.034090909,0.919433475,0.894784987,0.942969501
2.034878488,0.919433475,0.894784987,0.942969501
2.035666067,0.919478297,0.894784987,0.942969501
2.036453645,0.919515967,0.894784987,0.942969501
2.037241224,0.919555664,0.894784987,0.942969501
2.038028803,0.919561028,0.894784987,0.942969501
2.038816382,0.919620097,0.894784987,0.942969501
2.039603960,0.919662714,0.894784987,0.943050206
2.040391539,0.919667006,0.894784987,0.943050206
2.041179118,0.919702172,0.894784987,0.943113744
2.041966697,0.919739306,0.894784987,0.943113744
2.042754275,0.919742107,0.894784987,0.943113744
2.043541854,0.919804633,0.894784987,0.943113744
2.044329433,0.919849217,0.894784987,0.943214655
2.045117012,0.919912100,0.894784987,0.943452358
2.045904590,0.919912100,0.894784987,0.943452358
2.046692169,0.919948280,0.894894898,0.943452358
2.047479748,0.919997990,0.894894898,0.943452358
2.048267327,0.920001090,0.894894898,0.943452358
2.049054905,0.920046270,0.894927561,0.943452358
2.049842484,0.920095682,0.894927561,0.943452358
2.050630063,0.920099258,0.894927561,0.943452358
2.051417642,0.920135856,0.894927561,0.943634570
2.052205221,0.920178890,0.894927561,0.943831503
2.052992799,0.920218706,0.894927561,0.943831503
2.053780378,0.920220256,0.894927561,0.943831503
2.054567957,0.920261145,0.895578563,0.943831503
2.055355536,0.920297921,0.895578563,0.943831503
2.056143114,0.920300901,0.895578563,0.943831503
2.056930693,0.920343161,0.895578563,0.943831503
2.057718272,0.920373857,0.895578563,0.943831503
2.058505851,0.920375884,0.895578563,0.943831503
2.059293429,0.920401394,0.895593882,0.943831503
2.060081008,0.920440495,0.895593882,0.943831503
2.060868587,0.920476913,0.895593882,0.943831503
2.061656166,0.920477927,0.895593882,0.943831503
2.062443744,0.920507312,0.895593882,0.943831503
2.063231323,0.920544624,0.895593882,0.943831503
2.064018902,0.920547009,0.895593882,0.943831503
2.064806481,0.920590639,0.895593882,0.943831503
2.065594059,0.920645058,0.895833313,0.943831503
2.066381638,0.920645773,0.895833313,0.943831503
2.067169217,0.920699179,0.895833313,0.943831503
2.067956796,0.920731664,0.895833313,0.943831503
2.068744374,0.920778513,0.895833313,0.943831503
2.069531953,0.920781374,0.895833313,0.943831503
2.070319532,0.920827985,0.895833313,0.944029868
2.071107111,0.920858026,0.895833313,0.944029868
2.071894689,0.920859754,0.895833313,0.944029868
2.072682268,0.920889795,0.895833313,0.944029868
2.073469847,0.920925260,0.895833313,0.944029868
2.074257426,0.920926213,0.895833313,0.944029868
2.075045005,0.920968294,0.895833313,0.944029868
2.075832583,0.920998693,0.895833313,0.944177091
2.076620162,0.921046734,0.896482408,0.944177091
2.077407741,0.921049178,0.896482408,0.944177091
2.078195320,0.921092510,0.896519303,0.944177091
2.078982898,0.921143532,0.896519303,0.944333971
2.079770477,0.921147346,0.896519303,0.944333971
2.080558056,0.921188295,0.896995723,0.944333971
2.081345635,0.921229303,0.896995723,0.944444418
2.082133213,0.921230674,0.896995723,0.944444418
2.082920792,0.921270251,0.896995723,0.944444418
2.083708371,0.921321154,0.896995723,0.944444418
2.084495950,0.921345353,0.896995723,0.944444418
2.085283528,0.921348631,0.896995723,0.944444418
2.086071107,0.921391010,0.896995723,0.944444418
2.086858686,0.921447277,0.897411287,0.944444418
2.087646265,0.921448708,0.897411287,0.944444418
2.088433843,0.921501100,0.897411287,0.944444418
2.089221422,0.921530902,0.897411287,0.944444418
2.090009001,0.921532214,0.897411287,0.944444418
2.090796580,0.921573758,0.897411287,0.944444418
2.091584158,0.921626687,0.897411287,0.944444418
2.092371737,0.921652079,0.897411287,0.944444418
2.093159316,0.921653450,0.897411287,0.944444418
2.093946895,0.921686888,0.897411287,0.944444418
2.094734473,0.921724319,0.897411287,0.944444418
2.095522052,0.921726346,0.897411287,0.944444418
2.096309631,0.921756685,0.897411287,0.944444418
2.097097210,0.921806872,0.897411287,0.944444418
2.097884788,0.921808541,0.897411287,0.944444418
2.098672367,0.921859026,0.897411287,0.944444418
2.099459946,0.921899199,0.897790074,0.944444418
2.100247525,0.921950817,0.897790074,0.944444418
2.101035104,0.921950817,0.897790074,0.944444418
2.101822682,0.921993375,0.897790074,0.944444418
2.102610261,0.922032356,0.897998095,0.944444418
2.103397840,0.922033310,0.897998095,0.944444418
2.104185419,0.922070324,0.897998095,0.944444418
2.104972997,0.922096789,0.897998095,0.944444418
2.105760576,0.922099054,0.897998095,0.944444418
2.106548155,0.922129691,0.897998095,0.944444418
2.107335734,0.922159433,0.897998095,0.944444418
2.108123312,0.922202528,0.897998095,0.944962680
2.108910891,0.922202945,0.897998095,0.944962680
2.109698470,0.922227323,0.897998095,0.944962680
2.110486049,0.922278345,0.897998095,0.945098042
2.111273627,0.922279894,0.897998095,0.945098042
2.112061206,0.922312975,0.897998095,0.945098042
2.112848785,0.922348142,0.898492455,0.945098042
2.113636364,0.922350705,0.898492455,0.945098042
2.114423942,0.922391355,0.898492455,0.945098042
2.115211521,0.922425926,0.898710847,0.945098042
2.115999100,0.922459960,0.898710847,0.945098042
2.116786679,0.922461808,0.898710847,0.945098042
2.117574257,0.922500968,0.898710847,0.945098042
2.118361836,0.922542512,0.899328887,0.945098042
2.119149415,0.922545552,0.899328887,0.945098042
2.119936994,0.922589481,0.899328887,0.945109785
2.120724572,0.922626615,0.899328887,0.945109785
2.121512151,0.922628760,0.899328887,0.945109785
2.122299730,0.922669291,0.899328887,0.945109785
2.123087309,0.922688007,0.899328887,0.945116282
2.123874887,0.922718525,0.899328887,0.945116282
2.124662466,0.922720194,0.899328887,0.945116282
2.125450045,0.922757626,0.899328887,0.945116282
2.126237624,0.922799647,0.899328887,0.945116282
2.127025203,0.922800064,0.899328887,0.945116282
2.127812781,0.922828376,0.899328887,0.945116282
2.128600360,0.922843635,0.899328887,0.945116282
2.129387939,0.922846556,0.899328887,0.945116282
2.130175518,0.922875881,0.899328887,0.945116282
2.130963096,0.922900498,0.899328887,0.945116282
2.131750675,0.922902286,0.899328887,0.945116282
2.132538254,0.922950506,0.899570823,0.945116282
2.133325833,0.922992408,0.899570823,0.945139587
2.134113411,0.923028409,0.899570823,0.945139587
2.134900990,0.923029482,0.899570823,0.945139587
2.135688569,0.923045039,0.899570823,0.945139587
2.136476148,0.923061550,0.899570823,0.945139587
2.137263726,0.923062682,0.899570823,0.945139587
2.138051305,0.923100829,0.899570823,0.945139587
2.138838884,0.923137307,0.899570823,0.945139587
2.139626463,0.923137307,0.899570823,0.945139587
2.140414041,0.923183382,0.899570823,0.945139587
2.141201620,0.923225582,0.899570823,0.945139587
2.141989199,0.923248708,0.899570823,0.945143878
2.142776778,0.923248708,0.899570823,0.945143878
2.143564356,0.923285723,0.899570823,0.945143878
2.144351935,0.923311293,0.899570823,0.945305407
2.145139514,0.923315048,0.899570823,0.945305407
2.145927093,0.923345327,0.899570823,0.945305407
2.146714671,0.923385739,0.899631679,0.945305407
2.147502250,0.923387945,0.899631679,0.945305407
2.148289829,0.923440099,0.899631679,0.945305407
2.149077408,0.923463285,0.899631679,0.945305407
2.149864986,0.923489511,0.899903774,0.945305407
2.150652565,0.923490226,0.899903774,0.945305407
2.151440144,0.923512578,0.899903774,0.945305407
2.152227723,0.923545003,0.899903774,0.945312500
2.153015302,0.923546672,0.899903774,0.945312500
2.153802880,0.923569798,0.899903774,0.945370376
2.154590459,0.923596203,0.900362313,0.945370376
2.155378038,0.923596203,0.900362313,0.945370376
2.156165617,0.923622370,0.900362313,0.945370376
2.156953195,0.923645139,0.900362313,0.945436537
2.157740774,0.923673570,0.900362313,0.945436537
2.158528353,0.923674464,0.900362313,0.945436537
2.159315932,0.923705995,0.900362313,0.945436537
2.160103510,0.923729718,0.900362313,0.945436537
2.160891089,0.923730075,0.900362313,0.945436537
2.161678668,0.923758507,0.900362313,0.945436537
2.162466247,0.923791111,0.900362313,0.945436537
2.163253825,0.923791289,0.900362313,0.945436537
2.164041404,0.923835397,0.900362313,0.945436537
2.164828983,0.923877895,0.900362313,0.945436537
2.165616562,0.923911750,0.900552511,0.945436537
2.166404140,0.923911750,0.900552511,0.945436537
2.167191719,0.923933983,0.900552511,0.945436537
2.167979298,0.923956275,0.900552511,0.945436537
2.168766877,0.923956275,0.900552511,0.945436537
2.169554455,0.923989236,0.900573611,0.945436537
2.170342034,0.924021065,0.900573611,0.945436537
2.171129613,0.924021065,0.900573611,0.945436537
2.171917192,0.924039245,0.900573611,0.945436537
2.172704770,0.924064696,0.900649965,0.945436537
2.173492349,0.924095094,0.900742114,0.945436537
2.174279928,0.924095094,0.900742114,0.945436537
2.175067507,0.924112439,0.900742114,0.945436537
2.175855086,0.924133658,0.900742114,0.945578218
2.176642664,0.924133658,0.900742114,0.945578218
2.177430243,0.924153805,0.901107132,0.945578218
2.178217822,0.924191892,0.901137352,0.945578218
2.179005401,0.924194455,0.901137352,0.945578218
2.179792979,0.924221575,0.901137352,0.945578218
2.180580558,0.924244463,0.901137352,0.945578218
2.181368137,0.924266934,0.901137352,0.945578218
2.182155716,0.924268901,0.901137352,0.945578218
2.182943294,0.924305439,0.901137352,0.945578218
2.183730873,0.924340308,0.901137352,0.945578218
2.184518452,0.924340427,0.901137352,0.945578218
2.185306031,0.924359262,0.901137352,0.945578218
2.186093609,0.924387693,0.901222944,0.945578218
2.186881188,0.924387693,0.901222944,0.945578218
2.187668767,0.924416363,0.901222944,0.945578218
2.188456346,0.924444675,0.901222944,0.945578218
2.189243924,0.924468875,0.901222944,0.945578218
2.190031503,0.924468875,0.901222944,0.945578218
2.190819082,0.924504936,0.901222944,0.945578218
2.191606661,0.924538672,0.901246428,0.945578218
2.192394239,0.924539089,0.901246428,0.945578218
2.193181818,0.924561381,0.901246428,0.945578218
2.193969397,0.924587131,0.901246428,0.945895493
2.194756976,0.924587131,0.901246428,0.945895493
2.195544554,0.924614906,0.901246428,0.945895493
2.196332133,0.924640536,0.901246428,0.945895493
2.197119712,0.924672306,0.901246428,0.946043193
2.197907291,0.924672306,0.901246428,0.946043193
2.198694869,0.924684703,0.901246428,0.946043193
2.199482448,0.924711764,0.901246428,0.946216941
2.200270027,0.924712121,0.901246428,0.946216941
2.201057606,0.924734473,0.901246428,0.946216941
2.201845185,0.924755275,0.901246428,0.946216941
2.202632763,0.924755275,0.901246428,0.946216941
2.203420342,0.924778938,0.901507556,0.946216941
2.204207921,0.924802303,0.901507556,0.946216941
2.204995500,0.924840093,0.901507556,0.946587563
2.205783078,0.924840093,0.901507556,0.946587563
2.206570657,0.924869597,0.901507556,0.946587563
2.207358236,0.924897194,0.901507556,0.946587563
2.208145815,0.924897194,0.901507556,0.946587563
2.208933393,0.924918234,0.901507556,0.946587563
2.209720972,0.924948931,0.901507556,0.946587563
2.210508551,0.924948931,0.901507556,0.946587563
2.211296130,0.924979866,0.901507556,0.946587563
2.212083708,0.925007701,0.901507556,0.946587563
2.212871287,0.925030529,0.901507556,0.946587563
2.213658866,0.925030529,0.901507556,0.946587563
2.214446445,0.925056100,0.901507556,0.946587563
2.215234023,0.925090849,0.901942670,0.946840525
2.216021602,0.925090849,0.901942670,0.946840525
2.216809181,0.925112784,0.901942670,0.946840525
2.217596760,0.925133109,0.902163684,0.946840525
2.218384338,0.925133765,0.902163684,0.946840525
2.219171917,0.925151944,0.902163684,0.946840525
2.219959496,0.925174057,0.902205169,0.946840525
2.220747075,0.925194681,0.902205169,0.946840525
2.221534653,0.925194919,0.902205169,0.946840525
2.222322232,0.925219595,0.902205169,0.946840525
2.223109811,0.925242603,0.902205169,0.946840525
2.223897390,0.925242603,0.902205169,0.946840525
2.224684968,0.925261557,0.902205169,0.946840525
2.225472547,0.925292075,0.902205169,0.946840525
2.226260126,0.925292075,0.902205169,0.946840525
2.227047705,0.925321102,0.902205169,0.946840525
2.227835284,0.925339639,0.902205169,0.946893811
2.228622862,0.925370038,0.902205169,0.946893811
2.229410441,0.925370038,0.902205169,0.946893811
2.230198020,0.925385237,0.902321100,0.946893811
2.230985599,0.925412476,0.902321100,0.946893811
2.231773177,0.925412476,0.902321100,0.946893811
2.232560756,0.925436258,0.902321100,0.946893811
2.233348335,0.925451636,0.902321100,0.946893811
2.234135914,0.925451636,0.902321100,0.946893811
2.234923492,0.925473154,0.902321100,0.946893811
2.235711071,0.925498903,0.902321100,0.946893811
2.236498650,0.925528169,0.902353942,0.946893811
2.237286229,0.925528169,0.902353942,0.946893811
2.238073807,0.925537646,0.902353942,0.946893811
2.238861386,0.925561547,0.902353942,0.946911216
2.239648965,0.925561965,0.902353942,0.946911216
2.240436544,0.925588727,0.902353942,0.946911216
2.241224122,0.925622821,0.902506948,0.946911216
2.242011701,0.925622821,0.902506948,0.946911216
2.242799280,0.925648093,0.902506948,0.946911216
2.243586859,0.925674200,0.902506948,0.946911216
2.244374437,0.925696552,0.902629018,0.946911216
2.245162016,0.925696552,0.902629018,0.946911216
2.245949595,0.925733745,0.902629018,0.946911216
2.246737174,0.925758600,0.902791142,0.946911216
2.247524752,0.925758600,0.902791142,0.946911216
2.248312331,0.925787985,0.902791142,0.946911216
2.249099910,0.925806403,0.902791142,0.946911216
2.249887489,0.925806403,0.902791142,0.946911216
2.250675068,0.925823569,0.902791142,0.946911216
2.251462646,0.925843716,0.902964950,0.946911216
2.252250225,0.925843716,0.902964950,0.946911216
2.253037804,0.925866306,0.902964950,0.946911216
2.253825383,0.925890267,0.902964950,0.947026014
2.254612961,0.925920069,0.903225780,0.947064459
2.255400540,0.925920069,0.903225780,0.947064459
2.256188119,0.925948262,0.903288186,0.947064459
2.256975698,0.925974607,0.903288186,0.947064459
2.257763276,0.925974607,0.903288186,0.947064459
2.258550855,0.926007330,0.903314888,0.947064459
2.259338434,0.926031888,0.903314888,0.947064459
2.260126013,0.926031888,0.903314888,0.947064459
2.260913591,0.926066637,0.903314888,0.947064459
2.261701170,0.926094472,0.903314888,0.947064459
2.262488749,0.926126361,0.903314888,0.947064459
2.263276328,0.926126361,0.903314888,0.947064459
2.264063906,0.926153600,0.903517604,0.947064459
2.264851485,0.926176310,0.903517604,0.947064459
2.265639064,0.926176310,0.903517604,0.947064459
2.266426643,0.926211357,0.903753638,0.947064459
2.267214221,0.926232815,0.903753638,0.947064459
2.268001800,0.926232815,0.903753638,0.947064459
2.268789379,0.926266372,0.903846145,0.947064459
2.269576958,0.926284552,0.903846145,0.947064459
2.270364536,0.926302016,0.903846145,0.947064459
2.271152115,0.926302433,0.903846145,0.947064459
2.271939694,0.926321030,0.903846145,0.947064459
2.272727273,0.926337302,0.903846145,0.947064459
2.273514851,0.926337302,0.903846145,0.947064459
2.274302430,0.926351130,0.903846145,0.947064459
2.275090009,0.926380873,0.903846145,0.947064459
2.275877588,0.926380873,0.903846145,0.947064459
2.276665167,0.926401198,0.903846145,0.947064459
2.277452745,0.926416636,0.903846145,0.947064459
2.278240324,0.926435053,0.903846145,0.947064459
2.279027903,0.926435053,0.903846145,0.947064459
2.279815482,0.926451027,0.903846145,0.947064459
2.280603060,0.926468074,0.903846145,0.947064459
2.281390639,0.926468074,0.903846145,0.947064459
2.282178218,0.926507950,0.903846145,0.947072089
2.282965797,0.926544189,0.903846145,0.947418749
2.283753375,0.926544189,0.903846145,0.947418749
2.284540954,0.926562250,0.903846145,0.947474718
2.285328533,0.926587343,0.903862655,0.947474718
2.286116112,0.926607072,0.903863430,0.947474718
2.286903690,0.926607072,0.903863430,0.947474718
2.287691269,0.926639736,0.903863430,0.947474718
2.288478848,0.926657736,0.903863430,0.947474718
2.289266427,0.926657736,0.903863430,0.947474718
2.290054005,0.926670849,0.903863430,0.947474718
2.290841584,0.926691294,0.903863430,0.947474718
2.291629163,0.926691294,0.903863430,0.947474718
2.292416742,0.926713228,0.904015660,0.947474718
2.293204320,0.926735342,0.904306233,0.947474718
2.293991899,0.926754773,0.904306233,0.947474718
2.294779478,0.926754773,0.904306233,0.947474718
2.295567057,0.926778674,0.904306233,0.947474718
2.296354635,0.926803112,0.904306233,0.947474718
2.297142214,0.926803112,0.904306233,0.947474718
2.297929793,0.926809669,0.904306233,0.947474718
2.298717372,0.926836789,0.904306233,0.947474718
2.299504950,0.926836789,0.904306233,0.947474718
2.300292529,0.926851928,0.904306233,0.947474718
2.301080108,0.926878810,0.904306233,0.947521865
2.301867687,0.926907241,0.904363990,0.947521865
2.302655266,0.926907241,0.904363990,0.947521865
2.303442844,0.926934719,0.904363990,0.947527766
2.304230423,0.926956713,0.904522598,0.947527766
2.305018002,0.926956713,0.904522598,0.947527766
2.305805581,0.926988900,0.904576421,0.947527766
2.306593159,0.926997423,0.904671133,0.947527766
2.307380738,0.926997423,0.904671133,0.947527766
2.308168317,0.927024186,0.904671133,0.947527766
2.308955896,0.927046120,0.904671133,0.947527766
2.309743474,0.927067995,0.904671133,0.947527766
2.310531053,0.927067995,0.904671133,0.947527766
2.311318632,0.927102447,0.904805064,0.947527766
2.312106211,0.927119374,0.904805064,0.947527766
2.312893789,0.927119374,0.904805064,0.947527766
2.313681368,0.927146971,0.904805064,0.947576642
2.314468947,0.927173495,0.904805064,0.947576642
2.315256526,0.927173495,0.904805064,0.947576642
2.316044104,0.927215576,0.904805064,0.947895765
2.316831683,0.927249134,0.904805064,0.947992682
2.317619262,0.927270889,0.904854357,0.947992682
2.318406841,0.927270889,0.904854357,0.947992682
2.319194419,0.927288651,0.904854357,0.948412716
2.319981998,0.927309394,0.904854357,0.948412716
2.320769577,0.927309394,0.904854357,0.948412716
2.321557156,0.927345157,0.904854357,0.948412716
2.322344734,0.927366972,0.905180812,0.948412716
2.323132313,0.927366972,0.905180812,0.948412716
2.323919892,0.927386284,0.905180812,0.948640466
2.324707471,0.927410483,0.905180812,0.948640466
2.325495050,0.927433908,0.905180812,0.948640466
2.326282628,0.927433908,0.905180812,0.948640466
2.327070207,0.927457094,0.905180812,0.948640466
2.327857786,0.927478135,0.905180812,0.948640466
2.328645365,0.927478135,0.905180812,0.948640466
2.329432943,0.927505136,0.905180812,0.948640466
2.330220522,0.927524507,0.905180812,0.948640466
2.331008101,0.927524507,0.905180812,0.948640466
2.331795680,0.927548409,0.905180812,0.948640466
2.332583258,0.927576303,0.905180812,0.948640466
2.333370837,0.927597582,0.905180812,0.948640466
2.334158416,0.927597582,0.905180812,0.948640466
2.334945995,0.927628279,0.905180812,0.948640466
2.335733573,0.927660823,0.905180812,0.948640466
2.336521152,0.927660823,0.905180812,0.948640466
2.337308731,0.927687705,0.905180812,0.948640466
2.338096310,0.927711725,0.905222416,0.948640466
2.338883888,0.927711725,0.905222416,0.948640466
2.339671467,0.927738130,0.905222416,0.948640466
2.340459046,0.927759409,0.905222416,0.948640466
2.341246625,0.927768171,0.905222416,0.948884785
2.342034203,0.927768171,0.905222416,0.948884785
2.342821782,0.927780867,0.905222416,0.948884785
2.343609361,0.927811623,0.905222416,0.948884785
2.344396940,0.927811623,0.905222416,0.948884785
2.345184518,0.927839875,0.905222416,0.948884785
2.345972097,0.927864611,0.905222416,0.948884785
2.346759676,0.927864611,0.905222416,0.948884785
2.347547255,0.927883863,0.905624390,0.948884785
2.348334833,0.927895367,0.905624390,0.948884785
2.349122412,0.927912235,0.905624390,0.948884785
2.349909991,0.927912235,0.905624390,0.948884785
2.350697570,0.927947521,0.905624390,0.948884785
2.351485149,0.927963495,0.905624390,0.948884785
2.352272727,0.927963495,0.905624390,0.948884785
2.353060306,0.927970052,0.905624390,0.948884785
2.353847885,0.928001821,0.905642927,0.948897779
2.354635464,0.928001821,0.905642927,0.948897779
2.355423042,0.928018749,0.905642927,0.948897779
2.356210621,0.928034186,0.905642927,0.948897779
2.356998200,0.928058922,0.905642927,0.948989391
2.357785779,0.928058922,0.905642927,0.948989391
2.358573357,0.928079844,0.905642927,0.948989391
2.359360936,0.928100407,0.905642927,0.948989391
2.360148515,0.928100407,0.905642927,0.948989391
2.360936094,0.928114295,0.905660391,0.948989391
