epoch,loss,calssify loss,loss z,loss y,loss x,loss d,true positive,total positive,true negative,total negative,time,,false negative,false positive,,ACC,TPR,TNR,FPR,FNR,PPV,NPV,F1_Score
76,0.018775478,0.0060210084,0.002771364,0.002540277,0.0034173205,0.0040255086,1534.0,1599.0,6348.0,6396.0,1058.321,,65.0,48.0,,0.9858662,0.9593496,0.9924953,0.007504701614379883,0.04065042734146118,0.9696587,0.98986435,0.964476586938302
77,0.018413097,0.006401415,0.0024542438,0.0025096808,0.003133998,0.003913759,1538.0,1599.0,6343.0,6396.0,1058.048,,61.0,53.0,,0.9857411,0.9618512,0.9917136,0.00828641653060913,0.03814882040023804,0.9666876,0.9904747,0.9642633378819658
78,0.018367762,0.0060501224,0.00272096,0.0026848833,0.0030556184,0.0038561781,1535.0,1599.0,6359.0,6396.0,1059.847,,64.0,37.0,,0.9873671,0.959975,0.99421513,0.005784869194030762,0.04002499580383301,0.9764631,0.99003583,0.9681488326165567
79,0.018870043,0.006340673,0.002654052,0.002659501,0.0031659915,0.004049824,1543.0,1599.0,6358.0,6396.0,1060.663,,56.0,38.0,,0.9882426,0.9649781,0.9940588,0.005941212177276611,0.03502190113067627,0.9759646,0.9912691,0.970440199270253
80,0.018561611,0.00606528,0.0026646438,0.0026419766,0.003051836,0.0041378736,1544.0,1599.0,6349.0,6396.0,1058.104,,55.0,47.0,,0.98724204,0.96560353,0.99265164,0.007348358631134033,0.034396469593048096,0.9704588,0.9914116,0.9680251080176256
81,0.018218951,0.0060486756,0.0027371356,0.0025881606,0.003145104,0.003699875,1535.0,1599.0,6354.0,6396.0,1057.904,,64.0,42.0,,0.9867417,0.959975,0.9934334,0.00656658411026001,0.04002499580383301,0.97336715,0.990028,0.966624655861833
82,0.018216126,0.0066994475,0.0023499297,0.0026092362,0.0028088442,0.0037486688,1534.0,1599.0,6343.0,6396.0,1058.311,,65.0,53.0,,0.98524076,0.9593496,0.9917136,0.00828641653060913,0.04065042734146118,0.96660364,0.9898564,0.9629629515006933
83,0.0176917,0.005937697,0.002394688,0.0023967237,0.00294783,0.0040147607,1536.0,1599.0,6369.0,6396.0,1057.742,,63.0,27.0,,0.98874295,0.9606004,0.9957786,0.00422137975692749,0.03939962387084961,0.9827255,0.9902052,0.9715370064371424
84,0.018680673,0.006306359,0.002572838,0.0025765426,0.0032177663,0.0040071676,1536.0,1599.0,6351.0,6396.0,1057.993,,63.0,45.0,,0.98649156,0.9606004,0.9929643,0.007035672664642334,0.03939962387084961,0.971537,0.99017775,0.9660377630893692
85,0.01791003,0.005731633,0.0026889753,0.002454192,0.0029961653,0.0040390654,1547.0,1599.0,6363.0,6396.0,1058.636,,52.0,33.0,,0.9893684,0.96747965,0.9948405,0.005159497261047363,0.0325203537940979,0.97911394,0.991894,0.9732620255358343
86,0.017879123,0.005793376,0.002541044,0.002686254,0.0030282792,0.0038301714,1539.0,1599.0,6362.0,6396.0,1058.732,,60.0,34.0,,0.9882426,0.96247655,0.99468416,0.005315840244293213,0.03752344846725464,0.97838527,0.9906571,0.9703656914701677
87,0.019212924,0.00682214,0.0026245923,0.0025789698,0.0030956345,0.0040915865,1543.0,1599.0,6351.0,6396.0,1058.949,,56.0,45.0,,0.9873671,0.9649781,0.9929643,0.007035672664642334,0.03502190113067627,0.97166246,0.9912596,0.9683087568059473
88,0.018644659,0.006174313,0.0029028526,0.002734706,0.0030031032,0.0038296843,1534.0,1599.0,6355.0,6396.0,1060.251,,65.0,41.0,,0.9867417,0.9593496,0.99358976,0.00641024112701416,0.04065042734146118,0.97396827,0.9898754,0.9666036414453559
89,0.017319862,0.0053712046,0.0026083544,0.002528749,0.0028471116,0.003964442,1543.0,1599.0,6358.0,6396.0,1060.186,,56.0,38.0,,0.9882426,0.9649781,0.9940588,0.005941212177276611,0.03502190113067627,0.9759646,0.9912691,0.970440199270253
90,0.018005798,0.0062498506,0.002570437,0.0024720149,0.0029411255,0.0037723696,1541.0,1599.0,6343.0,6396.0,1059.53,,58.0,53.0,,0.98611635,0.96372736,0.9917136,0.00828641653060913,0.036272644996643066,0.9667503,0.9909389,0.9652364885309516
91,0.01780503,0.0057468265,0.0024565523,0.0026823876,0.0030024108,0.0039168545,1548.0,1599.0,6354.0,6396.0,1058.308,,51.0,42.0,,0.98836774,0.9681051,0.9934334,0.00656658411026001,0.03189492225646973,0.9735849,0.9920375,0.9708372554253799
92,0.017677998,0.005920765,0.0026112567,0.0024713941,0.0029103656,0.0037642173,1547.0,1599.0,6353.0,6396.0,1057.954,,52.0,43.0,,0.9881176,0.96747965,0.9932771,0.006722927093505859,0.0325203537940979,0.972956,0.9918814,0.9702100819324574
93,0.017901136,0.0062626395,0.0023597917,0.0025117067,0.0028675394,0.0038994593,1536.0,1599.0,6354.0,6396.0,1058.327,,63.0,42.0,,0.9868668,0.9606004,0.9934334,0.00656658411026001,0.03939962387084961,0.973384,0.99018234,0.9669499749035917
94,0.01798856,0.006124764,0.0026331341,0.0025538295,0.002833753,0.003843081,1538.0,1599.0,6351.0,6396.0,1060.26,,61.0,45.0,,0.9867417,0.9618512,0.9929643,0.007035672664642334,0.03814882040023804,0.97157294,0.99048656,0.9666876033565376
95,0.018189104,0.006522635,0.0025316833,0.002569866,0.0029592956,0.0036056263,1536.0,1599.0,6344.0,6396.0,1059.123,,63.0,52.0,,0.985616,0.9606004,0.9918699,0.008130073547363281,0.03939962387084961,0.9672544,0.990167,0.9639158823592702
96,0.018149914,0.0061273887,0.0025507421,0.0025100769,0.0030127242,0.003948983,1542.0,1599.0,6360.0,6396.0,1060.746,,57.0,36.0,,0.98836774,0.9643527,0.9943715,0.005628526210784912,0.03564727306365967,0.9771863,0.99111736,0.9707271098514688
97,0.018264676,0.0061300597,0.0026137326,0.0024723322,0.0032112754,0.0038372753,1532.0,1599.0,6352.0,6396.0,1060.727,,67.0,44.0,,0.98611635,0.9580988,0.99312073,0.006879270076751709,0.04190117120742798,0.97208124,0.9895622,0.9650393625701942
98,0.017214755,0.005541916,0.0024801772,0.002319573,0.003034411,0.003838679,1536.0,1599.0,6362.0,6396.0,1060.389,,63.0,34.0,,0.9878674,0.9606004,0.99468416,0.005315840244293213,0.03939962387084961,0.97834396,0.99019456,0.9693909835104043
99,0.01817563,0.005935907,0.002666106,0.0025286397,0.0030467897,0.003998188,1538.0,1599.0,6353.0,6396.0,1059.143,,61.0,43.0,,0.9869919,0.9618512,0.9932771,0.006722927093505859,0.03814882040023804,0.97280204,0.99048954,0.967295617093498
100,0.01663534,0.0057633338,0.0023021286,0.0024579756,0.002635842,0.0034760588,1541.0,1599.0,6353.0,6396.0,1060.463,,58.0,43.0,,0.9873671,0.96372736,0.9932771,0.006722927093505859,0.036272644996643066,0.97285354,0.990953,0.9682689392041399
